lon,lat,Number,Name,Issued,Expiration,Capacity,Company,Waterway,State
-87.0645801,45.7452466,2506,ESCANABA,7/13/1995,6/30/1935,8985,UPPER PENINSULA POWER CO (MI),ESCANABA R MI,MI
-92.3623921,47.7395106,2363,CLOQUET,7/13/1995,6/30/2025,6500,"SAPPI CLOQUET, LLC.",ST LOUIS R MN,MN
-92.3623921,47.7395106,2360,ST LOUIS,7/13/1995,6/30/1935,87600,"ALLETE, INC",ST LOUIS R MN,MN
-80.0751442,35.3952176,11264,COOLEEMEE,8/11/1995,7/31/1935,1400,"SOUTH YADKIN POWER,INC. (NC)",SOUTH YADKIN RIVER NC,NC
-120.3771369,38.0548715,11322,COLUMBIA WATER SUPPLY,8/28/1995,7/31/2025,350,TUOLUMNE UTILITIES DISTRICT (CA),COLUMBIA DITCH CA,CA
-90.85056,46.53583,2444,WHITE RIVER,8/29/1995,7/31/2025,1000,NORTHERN STATES POWER CO (WI),WHITE RIVER WI,WI
-88.0695338,43.1058437,2431,BRULE,8/29/1995,7/31/1940,5335,WISCONSIN ELECTRIC POWER CO (WI),BRULE R WI,WI
-84.6781644,45.4136251,2402,PRICKETT,8/29/1995,7/31/1935,2200,UPPER PENINSULA POWER CO (MI),STURGEON R MI,MI
-91.045278,46.212778,2417,HAYWARD,9/1/1995,11/30/2025,168,NORTHERN STATES POWER CO (WI),NAMEKAGON R WI,WI
-71.4188696,44.2656035,11313,APTHORP,10/17/1995,9/30/1935,425,"CLARK, EDWARD M.",AMMONOOSUC RIVER NH,NH
-84.6947509,44.8928857,11402,CRYSTAL FALLS,10/18/1995,9/30/2025,1000,"CRYSTAL FALLS, CITY OF (MI)",PAINT R MI,MI
-82.0251274,33.5982606,2535,STEVENS CREEK,11/22/1995,10/31/2025,17300,SOUTH CAROLINA ELECTRIC&GAS CO (SC),STEVENS CR SC,SC
-81.0808182,34.0094625,1267,BUZZARDS ROOST,12/18/1995,11/30/1935,15000,GREENWOOD COUNTY (SC),SALUDA RIVER SC,SC
-89.0772092,44.1521559,2486,PINE,12/19/1995,11/30/2025,3600,WISCONSIN ELECTRIC POWER CO (WI),PINE RIVER WI,WI
-76.3145568,44.0820857,11408,SALMON RIVER,2/21/1996,1/31/1936,36250,"ERIE BOULEVARD HYDROPOWER, L.P.",SALMON R NY,NY
-77.8658312,41.9892343,2583,STATION NO 5,2/22/1996,1/31/1936,45652,ROCHESTER GAS & ELECTRIC CORP (NY),GENESEE R NY,NY
-77.8658312,41.9892343,2582,STATION NO 2,2/22/1996,1/31/1936,14800,ROCHESTER GAS & ELECTRIC CORP (NY),GENESEE R NY,NY
-105.6412527,39.6904464,2187,GEORGETOWN,2/28/1996,5/30/1936,1440,PUBLIC SERVICE CO OF COLORADO (CO),SOUTH CLEAR CREEK CO,CO
-76.4898849,43.4419838,5984,OSWEGO FALLS,3/15/1996,2/29/1936,7360,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGO RIVER NY,NY
-82.5969999,32.1078206,1951,SINCLAIR,3/19/1996,4/30/1936,45000,GEORGIA POWER CO (GA),OCONEE RIVER GA,GA
-71.6876396,43.7579192,2456,AYERS ISLAND,4/29/1996,3/31/1936,8400,PUBLIC SERVICE CO OF NH (NH),PEMIGEWASSET RIVER NH,NH
-81.1978114,34.1354828,2332,GASTON SHOALS,6/12/1996,5/31/1936,8500,"DUKE ENERGY CAROLINAS, LLC.",BROAD RIVER SC,SC
-81.1978114,34.1354828,2315,NEAL SHOALS,6/17/1996,5/31/1936,4400,SOUTH CAROLINA ELECTRIC&GAS CO (SC),BROAD RIVER SC,SC
-81.1978114,34.1354828,2331,NINETY-NINE ISLANDS,6/17/1996,5/31/1936,20000,"DUKE ENERGY CAROLINAS, LLC.",BROAD RIVER SC,SC
-135.1963889,59.5311111,11077,GOAT LAKE,7/15/1996,6/30/1946,4000,ALASKA POWER AND TELEPHONE CO.,PITCHFORK FALLS AK,AK
-88.7878678,43.7844397,2291,PORT EDWARDS,7/18/1996,6/30/2026,3443,DOMTAR WISCONSIN CORP,WISCONSIN R WI,WI
-88.7878678,43.7844397,2292,NEKOOSA,7/18/1996,6/30/2026,3535,DOMTAR WISCONSIN CORP,WISCONSIN R WI,WI
-90.1542947,44.570007,1999,WAUSAU,7/18/1996,6/30/2026,5400,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,WI
-90.1542947,44.570007,2239,KINGS DAM,7/18/1996,6/30/2026,2509,TOMAHAWK POWER & PULP CO (WI),WISCONSIN RIVER WI,WI
-90.1542947,44.570007,2590,WHITING,7/18/1996,6/30/2026,6368,CONSOLIDATED WATER POWER CO (WI),WISCONSIN RIVER WI,WI
-88.7878678,43.7844397,2255,CENTRALIA,7/18/1996,6/30/2026,3324,DOMTAR WISCONSIN CORP,WISCONSIN R WI,WI
-90.1542947,44.570007,2113,WISCONSIN VALLEY (RESERVOIRS),7/18/1996,6/30/2026,0,WISCONSIN VALLEY IMPROVEM'T CO (WI),WISCONSIN RIVER & HEADWATER TRIBU. WI,WI
-88.7878678,43.7844397,2256,WISCONSIN RAPIDS,7/18/1996,6/30/2026,9230,CONSOLIDATED WATER POWER CO (WI),WISCONSIN R WI,WI
-88.7878678,43.7844397,2212,ROTHSCHILD,7/18/1996,6/30/2026,3708,"DOMTAR PAPER COMPANY, LLC.",WISCONSIN R WI,WI
-89.7298594,45.4710792,2476,JERSEY,7/18/1996,6/30/2026,512,WISCONSIN PUBLIC SERVICE CORP (WI),TOMAHAWK R WI,WI
-74.0100295,40.7051474,2645,BEAVER RIVER,8/2/1996,7/31/2026,44800,"ERIE BOULEVARD HYDROPOWER, L.P.",BEAVER R NY,NY
-82.8561111,34.4436111,2354,NORTH GEORGIA,10/3/1996,9/30/1936,168400,GEORGIA POWER CO (GA),TUGALO RIVER SC,SC
-68.5459386,45.6063956,2572,RIPOGENUS,10/22/1996,9/30/2026,37530,GREAT LAKES HYDRO AMERICA. LLC.,W BR PENOBSCOT R ME,ME
-68.5459386,45.6063956,2458,PENOBSCOT MILLS,10/22/1996,9/30/2026,70810,GREAT LAKES HYDRO AMERICA. LLC.,W BR PENOBSCOT R ME,ME
-85.1354575,41.1013405,2579,TWIN BRANCH,12/23/1996,11/30/1936,4800,INDIANA MICHIGAN POWER CO (IN),ST JOSEPH RIVER IN,IN
-75.7943671,44.0125639,2538,BEEBEE ISLAND,12/24/1996,11/30/2026,8000,"ERIE BOULEVARD HYDROPOWER, L.P.",BLACK RIVER NY,NY
-75.7943671,44.0125639,2569,BLACK RIVER,12/24/1996,11/30/2026,29600,"ERIE BOULEVARD HYDROPOWER, L.P.",BLACK RIVER NY,NY
-118.4538736,35.8075701,2290,KERN RIVER NO 3,12/24/1996,11/30/2026,40200,SOUTHERN CALIFORNIA EDISON CO (CA),KERN RIVER CA,CA
-88.8812219,44.3055361,2550,WEYAUWEGA,12/27/1996,11/30/2026,400,"N.E.W. HYDRO, LLC.",WAUPACA RIVER WI,WI
-91.954002,42.2141065,11530,MITCHELL MILL DAM,12/27/1996,11/30/1936,900,MITCHELL COUNTY (IA),CEDAR River IA,IA
-70.6254914,45.3132791,11132,EUSTIS,12/27/1996,11/30/2026,250,KEI (MAINE) POWER MGMT (I) LLC,N.BR.DEAD RIVER ME,ME
-86.467916,42.1114673,2551,BUCHANAN,12/31/1996,11/30/1936,4105,INDIANA MICHIGAN POWER CO (IN),ST. JOSEPH RIVER MI,MI
-120.8338906,41.305602,1389,RUSH CREEK,2/4/1997,1/31/2027,11850,SOUTHERN CALIFORNIA EDISON CO (CA),RUSH CREEK CA,CA
-119.2700619,37.9554609,1388,LEE VINING,2/4/1997,1/31/2027,11250,SOUTHERN CALIFORNIA EDISON CO (CA),LEE VINING CREEK CA,CA
-90.1400229,45.9129753,2640,UPPER HYDRO,2/5/1997,1/31/1937,900,FLAMBEAU HYDRO LLC.,NORTH FORK FLAMBEAU RIVER WI,WI
-90.1400229,45.9129753,2395,PIXLEY,2/5/1997,1/31/1937,960,FLAMBEAU HYDRO LLC.,NORTH FORK FLAMBEAU RIVER WI,WI
-90.4463422,45.9348,2390,BIG FALLS,2/5/1997,1/31/1937,9139,NORTHERN STATES POWER CO (WI),FLAMBEAU RIVER WI,WI
-90.1400229,45.9129753,2421,LOWER HYDRO,2/5/1997,1/31/1937,1200,FLAMBEAU HYDRO LLC.,NORTH FORK FLAMBEAU RIVER WI,WI
-90.4463422,45.9348,2475,THORNAPPLE,2/5/1997,1/31/1937,1400,NORTHERN STATES POWER CO (WI),FLAMBEAU RIVER WI,WI
-90.6470059,45.8473748,2473,CROWLEY RAPIDS,2/5/1997,1/31/1937,1500,FLAMBEAU HYDRO LLC.,FLAMBEAU NORTH FORK WI,WI
-121.2499207,48.6649684,2705,NEWHALEM CREEK,2/7/1997,1/31/2027,2125,SEATTLE CITY OF (WA),NEWHALEM CREEK WA,WA
-87.8880269,46.4969493,10854,CATARACT,2/7/1997,1/31/2027,2000,"UP HYDRO, LLC",MIDDLE BRANCH OF ESCANABA RIVER MI,MI
-76.3470861,43.1611177,2438,WATERLOO & SENECA FALLS,2/13/1997,2/28/1937,7440,SENECA FALLS POWER CORPORATION,SENECA RIVER NY,NY
-121.731767,46.806451,1862,NISQUALLY RIVER,3/7/1997,2/28/1937,115687,CITY OF TACOMA (WA),NISQUALLY RIVER WA,WA
-121.731767,46.806451,10703,YELM,3/7/1997,2/28/1937,12000,CENTRALIA CITY OF (WA),NISQUALLY RIVER WA,WA
-122.5729002,44.1625446,2496,LEABURG-WALTERVILLE,3/24/1997,2/28/1937,23200,EUGENE WATER & ELECTRIC BOARD,MCKENZIE RIVER OR,OR
-72.6056435,42.5445588,2334,GARDNERS FALLS,4/4/1997,3/31/1937,3580,"EP ENERGY MASSACHUSETTS, LLC.",DEERFIELD MA,MA
-72.7865699,42.6566264,2323,DEERFIELD RIVER,4/4/1997,3/31/1937,76910,TRANSCANADA HYDRO NORTHEAST INC.,DEERFIELD RIVER VT,VT
-87.6744719,45.1246776,2394,CHALK HILL,5/7/1997,4/30/1937,7800,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,WI
-87.6744719,45.1246776,2433,GRAND RAPIDS,5/7/1997,4/30/1937,7150,WISCONSIN PUBLIC SERVICE CORP (WI),MENOMINEE RIVER WI,WI
-87.6744719,45.1246776,2357,WHITE RAPIDS,5/7/1997,4/30/1937,8000,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,WI
-87.6744719,45.1246776,2536,LITTLE QUINNESEC,5/7/1997,4/30/1937,9100,"NORTHBROOK WISCONSIN, LLC.",MENOMINEE RIVER WI,WI
-106.2016465,38.5662731,2275,SALIDA HYDRO NOS. 1 & 2,5/7/1997,4/30/2027,1310,PUBLIC SERVICE CO OF COLORADO (CO),SOUTH FORK ARKANSAS RIVER CO,CO
-92.14722,46.56222,10805,HATFIELD,5/8/1997,4/30/1937,7200,"MIDWEST HYDRAULIC COMPANY, LLC",BLACK RIVER WI,WI
-88.8263006,44.2039702,710,SHAWANO,5/16/1997,4/30/1937,700,WOLF RIVER HYDRO LMT PARTNERSHIP,WOLF RIVER WI,WI
NA,NA,3574,TIBER DAM,6/2/1997,5/31/1947,7500,"TIBER MONTANA, LLC","TIBER DAM, MARIAS RIVER MT",MT
-87.699914,45.0139089,2595,HIGH FALLS,6/26/1997,5/31/1937,7000,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,WI
-86.850591,46.3400532,10856,AU TRAIN,6/26/1997,5/31/1937,900,"UP HYDRO, LLC",UPPER AU TRAIN RIVER MI,MI
-87.699914,45.0139089,2522,JOHNSON FALLS,6/26/1997,5/31/1937,3500,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,WI
-87.699914,45.0139089,2581,PESHTIGO,6/26/1997,5/31/1937,600,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,WI
-87.699914,45.0139089,2546,SANDSTONE RAPIDS,6/26/1997,5/31/1937,3840,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,WI
-79.3641862,36.091526,11437,JORDAN DAM,6/26/1997,5/31/1947,4400,JORDAN HYDROELECTRIC L.P.,HAW RIVER NC,NC
-87.699914,45.0139089,2525,CALDRON FALLS,6/26/1997,5/31/1937,6400,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,WI
-87.699914,45.0139089,2560,POTATO RAPIDS,6/26/1997,5/31/1937,1400,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,WI
-70.6239498,44.3329217,11482,MARCAL,7/17/1997,6/30/1937,1310,KEI (MAINE) POWER MGMT (IV) LLC,LITTLE ANDROSCOGGIN RIVER ME,ME
-111.0999278,40.644794,1517,UPPER MONROE,8/29/1997,7/31/2027,250,MONROE CITY CITY OF (UT),SHINGLE CREEK UT,UT
-77.6274796,43.1768415,2584,STATION 26,10/17/1997,9/30/1937,3000,ROCHESTER GAS & ELECTRIC CORP (NY),GENESEE RIVER NY,NY
-88.1436563,44.8721135,2523,OCONTO FALLS,11/20/1997,11/20/2027,1320,"N.E.W. HYDRO, LLC.",OCONTO RIVER WI,WI
-69.8389992,43.9931655,2329,WYMAN,11/25/1997,10/31/1936,83700,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,ME
-69.8389992,43.9931655,2671,MOOSEHEAD LAKE (STORAGE),11/25/1997,10/31/1936,0,KENNEBEC WATER POWER CO (ME),KENNEBEC RIVER ME,ME
-69.8389992,43.9931655,2325,WESTON,11/25/1997,10/31/1936,15980,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,ME
-70.8194279,43.1957051,11163,SOUTH BERWICK,12/9/1997,11/30/1937,1200,CONSOLIDATED HYDRO NH INC (CT),SALMON FALLS RIVER NH,NH
-114.3353199,48.2772346,1651,SWIFT CREEK,12/19/1997,11/30/1947,1537,"LOWER VALLEY ENERGY, INC.(WY)",SWIFT CREEK WY,WY
-80.6403425,34.6786388,11286,ABBEVILLE,12/24/1997,11/30/2027,2600,CITY OF ABBEVILLE,ROCKY RIVER SC,SC
-145.6081039,60.5888194,11243,POWER CREEK,12/24/1997,11/30/1947,6000,CORDOVA ELECTRIC COOP INC (AK),POWER CREEK AK,AK
-131.5581292,55.4107276,11393,MAHONEY LAKE,1/22/1998,12/31/1947,9600,CITY OF SAXON,UPPER MAHONEY LAKE AK,AK
-70.868548,43.8023808,2529,BONNY EAGLE,2/26/1998,1/31/1938,7200,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,ME
-70.868548,43.8023808,2527,SKELTON,2/26/1998,1/31/1938,21600,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,ME
-68.8178022,44.4455184,2712,STILLWATER,4/20/1998,3/31/1948,1950,"BLACK BEAR DEVELOPMENT HOLDINGS,LLC",STILLWATER BRANCH PENOBSCOT RIVER ME,ME
-68.8178022,44.4455184,2403,VEAZIE,4/20/1998,3/31/1938,8400,PENOBSCOT RIVER RESTORATION TRUST,PENOBSCOT RIVER ME,ME
-68.6864219,44.9084022,2534,MILFORD,4/20/1998,3/31/1938,8000,"BLACK BEAR HYDRO PARTNERS, LLC",STILLWATER ME,ME
-90.3668194,38.342773,2663,PILLAGER,4/27/1998,3/31/2028,1520,"ALLETE, INC",MISSISSIPPI RIVER MN,MN
-118.4538736,35.8075701,1930,KERN RIVER NO 1,6/16/1998,5/31/2028,26300,SOUTHERN CALIFORNIA EDISON CO (CA),KERN RIVER CA,CA
-74.0059413,40.7127837,11617,VARICK-HIGH DAM #21 T.L.,7/8/1998,10/31/1931,0,NIAGARA MOHAWK POWER CORP (NY), NY,NY
5.23991,49.5764104,1835,NORTH PLATTE/KEYSTONE DIVERSION,7/29/1998,6/30/1938,26000,NEBRASKA PUBLIC POWER DISTRICT (NE),CANAL FROM N&S PLATTE RIVERS NE,NE
-95.8869553,41.0571362,1417,KINGSLEY DAM,7/29/1998,6/30/1938,105900,CENTRAL NEBRASKA PUB P&I DIST (NE),PLATTE RIVER NE,NE
-121.453225,47.8556242,460,CUSHMAN,7/30/1998,6/30/1958,131000,CITY OF TACOMA (WA),NORTH FORK SKOKOMISH RIVER WA,WA
-115.4620434,46.8137567,10819,DWORSHAK,8/4/1998,7/31/1948,2500,IDAHO WATER RESOURCE BOARD,NORTH FORK OF CLEARWATER RIVER ID,ID
-69.8695642,43.9703225,8277,OTIS,9/16/1998,9/15/1948,10350,"VERSO ANDROSCOGGIN POWER, LLC.",ANDROSCOGGIN RIVER ME,ME
-96.1611004,47.9451077,11546,MUNICIPAL POWER DAM,9/16/1998,8/31/2028,550,CITY OF THIEF RIVER FALLS UTILITIES,RED LAKE RIVER MN,MN
-69.8695642,43.9703225,2375,RILEY-JAY-LIVERMORE,9/16/1998,9/15/1948,19725,"VERSO ANDROSCOGGIN POWER, LLC.",ANDROSCOGGIN RIVER ME,ME
-84.1780563,43.530073,10809,SECORD,10/16/1998,9/30/2028,1200,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE RIVER MI,MI
-84.1780563,43.530073,10810,SMALLWOOD,10/16/1998,9/30/2028,1200,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE RIVER MI,MI
-84.1224036,43.5059061,10808,EDENVILLE,10/16/1998,9/30/2028,4800,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE & TABACCO RIVERS MI,MI
-122.4450594,44.3985897,11509,"CITY OF ALBANY,OREGON HYDRO",10/23/1998,9/30/1948,500,"CITY OF ALBANY, OREGON",SOUTH SANTIAM RIVER OR,OR
-83.0984805,43.4361164,2404,THUNDER BAY RIVER,12/11/1998,11/30/1938,8050,"THUNDER BAY POWER, LLC",UPPER BRANCH MI,MI
-117.050991,46.399883,11060,SAHKO WATER POWER,2/12/1999,1/31/1949,500,J M MILLER ENTERPRISES INC (ID),SNAKE RIVER ID,ID
-121.5227557,40.3262701,1390,LUNDY,3/3/1999,2/28/2029,3000,SOUTHERN CALIFORNIA EDISON CO (CA),MILL CREEK CA,CA
-90.3668194,38.342773,11175,CROWN MILL,3/19/1999,2/28/1949,3400,CROWN HYDRO. LLC,MISSISSIPPI RIVER MN,MN
-69.733073,45.9107271,2666,MEDWAY,3/29/1999,3/31/2029,3440,"BLACK BEAR HYDRO PARTNERS, LLC",West Branch Penobscot River ME,ME
-111.4770424,40.5012991,1994,SNAKE CREEK,5/7/1999,4/30/2029,800,HEBER LIGHT & POWER CO (UT),SNAKE CREEK UT,UT
-116.1661467,48.8934043,1991,MOYIE RIVER,6/9/1999,5/31/2029,3938,BONNERS FERRY CITY OF (ID),MOYIE RIVER ID,ID
-69.6908785,44.5633511,2555,AUTOMATIC,7/28/1999,6/30/1936,800,KENNEBEC WATER DISTRICT (ME),MESSALONSKEE STREAM ME,ME
-69.6908785,44.5633511,2556,MESSALONSKEE,7/28/1999,6/30/1936,5900,"MESSALONSKEE STREAM HYDRO,LLC.",MESSALONSKEE STREAM ME,ME
-72.9985748,43.594392,2674,VERGENNES,7/30/1999,5/31/2029,2600,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,VT
-71.9223504,43.2416098,2004,HOLYOKE,8/20/1999,8/31/1939,43840,CITY OF HOLYOKE GAS & ELECTRIC DEPT,CONNECTICUT RIVER MA,MA
-72.05052,41.5983509,11574,OCCUM,9/29/1999,8/31/1939,800,NORWICH CITY OF (CT),SHETUCKET RIVER CT,CT
-84.186605,31.3162295,1218,FLINT RIVER,9/30/1999,10/31/1939,5400,GEORGIA POWER CO (GA),FLINT RIVER GA,GA
-81.1978114,34.1354828,2620,LOCKHART,9/30/1999,3/31/1940,17124,LOCKHART POWER CO (SC),BROAD RIVER SC,SC
-111.8950509,40.6762439,597,STAIRS,9/30/1999,6/30/1930,1200,PACIFICORP (OR),BIG COTTONWOOD CREEK UT,UT
-113.5161156,46.7645397,2058,CLARK FORK,2/23/2000,2/28/1946,751000,AVISTA CORPORATION,CLARK FORK RIVER MT,MT
-88.499783,42.2322218,2588,LITTLE CHUTE,4/11/2000,3/31/1950,3300,KAUKAUNA CITY OF (WI),FOX RIVER WI,WI
-73.9242251,41.1896081,2609,CURTIS/PALMER FALLS,4/27/2000,4/30/1940,58800,CURTIS/PALMER HYDROELECTRIC CO (NY),HUDSON RIVER NY,NY
-73.6458945,42.9171939,2487,HOOSICK FALLS,5/1/2000,4/30/1940,830,"HYDRO POWER, INC. (NJ)",HOOSIC RIVER NY,NY
-111.9599378,41.2351378,2722,PIONEER,5/26/2000,8/31/1930,0,PACIFICORP (OR),OGDEN RIVER UT,UT
-131.642046,55.3424827,420,KETCHIKAN LAKES,8/29/2000,7/31/1930,4200,KETCHIKAN CITY OF (AK),KETCHIKAN CREEK AK,AK
-117.573204,34.020395,2032,STRAWBERRY CREEK,9/14/2000,8/31/1930,1500,"LOWER VALLEY ENERGY, INC.(WY)",STRAWBERRY CREEK WY,WY
-101.7945316,47.5316053,2188,MISSOURI-MADISON,9/27/2000,8/31/1940,334290,"PP&L MONTANA, LLC",MISSOURI RIVER MT,MT
-163.7259375,62.0849117,11480,UPPER REYNOLDS CREEK,10/24/2000,9/30/1950,5000,"HAIDA ENERGY, INC.",REYNOLDS CR AK,AK
-88.0658692,41.5756751,2866,LOCKPORT,11/2/2000,11/30/1931,13500,METROPOLITAN WATER RECLAMATION DIST,ILLINOIS WATERWAY IL,IL
-81.7344795,39.8421908,11685,STOCKPORT MILL COUNTRY INN,12/7/2000,11/30/1940,235,"STOCKPORT MILL INN, LLC",MUSKINGUM RIVER OH,OH
-85.1354575,41.1013405,2651,ELKHART,1/11/2001,12/31/1931,3440,INDIANA MICHIGAN POWER CO (IN),ST JOSEPH RIVER IN,IN
-88.7878678,43.7844397,1759,WAY DAM & MICHIGAMME RESERVOIR,1/12/2001,7/31/1940,1800,WISCONSIN ELECTRIC POWER CO (WI),MICHIGAMME RIVER WI,WI
-88.1954106,45.9532863,11830,PEAVY FALLS,1/12/2001,7/31/1940,12000,WISCONSIN ELECTRIC POWER CO (WI),Michigamme River MI,MI
-88.1954106,45.9532863,2074,HEMLOCK FALLS,1/12/2001,7/31/1940,2800,WISCONSIN ELECTRIC POWER CO (WI),MICHIGAMME RIVER MI,MI
-87.6744719,45.1246776,1980,QUINNESEC FALLS,1/12/2001,7/31/1940,19750,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,WI
-87.6744719,45.1246776,2131,KINGSFORD,1/12/2001,7/31/1940,7200,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,WI
-87.6744719,45.1246776,11831,TWIN FALLS,1/12/2001,7/31/1940,6144,WISCONSIN ELECTRIC POWER CO (WI),Menominee River WI,WI
-88.2546825,45.9709653,2072,LOWER PAINT,1/12/2001,7/31/1940,100,WISCONSIN ELECTRIC POWER CO (WI),PAINT RIVER MI,MI
-88.1954106,45.9532863,2073,MICHIGAMME FALLS,1/12/2001,7/31/1940,9600,WISCONSIN ELECTRIC POWER CO (WI),MICHIGAMME RIVER MI,MI
-119.4179324,36.778261,1988,HAAS-KINGS RIVER,3/6/2001,2/28/1941,193160,PACIFIC GAS AND ELECTRIC CO (C,N FK KINGS R CA,CA
-105.1804321,39.9867166,2035,GROSS RESERVOIR HYDROELECTRIC PROJE,3/16/2001,2/28/1941,7598,DENVER CITY & COUNTY OF (CO),SOUTH BOULDER CREEK CO,CO
-84.4737018,42.7343725,2566,WEBBER,6/20/2001,5/31/1941,3250,CONSUMERS ENERGY CO (MI),GRAND RIVER MI,MI
-84.4737018,42.7343725,11616,PORTLAND MUNICIPAL,6/30/2001,5/31/1941,375,"CITY OF PORTLAND, MICHIGAN",GRAND RIVER MI,MI
-72.9985748,43.594392,2731,WEYBRIDGE,8/1/2001,7/31/1931,3000,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,VT
-72.9985748,43.594392,2737,MIDDLEBURY LOWER,8/1/2001,7/31/1931,2250,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,VT
-84.4737018,42.7343725,11150,SMITHVILLE & MIX,8/23/2001,7/31/1941,702,CAMERON GAS & ELECTRIC CO (MI),Grand River MI,MI
-120.8111278,38.2823935,137,MOKELUMNE RIVER,10/11/2001,9/30/1931,206004,PACIFIC GAS AND ELECTRIC CO (C,NORTH FORK MOKELUMNE RIVER CA,CA
-76.6181655,37.0686965,2902,BIG ISLAND,10/12/2001,9/30/1931,480,"GP BIG ISLAND, LLC.",JAMES RIVER VA,VA
-76.6181655,37.0686965,2901,HOLCOMB ROCK,10/12/2001,9/30/1931,1875,HOLCOMB ROCK COMPANY,JAMES RIVER VA,VA
-121.2861759,40.3134036,1962,ROCK CREEK-CRESTA,10/24/2001,9/30/1934,180000,PACIFIC GAS AND ELECTRIC CO (C,NORTH FORK FEATHER RIVER CA,CA
-73.9242251,41.1896081,2385,GLENS FALLS,11/20/2001,10/31/1941,12100,"FINCH HYDRO HOLDING, LLC.",HUDSON RIVER NY,NY
-84.6792931,43.4275504,11428,MUNICIPAL DAM,11/29/2001,10/31/1941,425,"CITY OF ST.LOUIS, MICHIGAN",PINE RIVER MI,MI
-83.3033012,44.8172349,11730,ALVERNO,12/4/2001,11/30/1941,1100,BLACK RIVER LIMITED PARTNERSHIP,Black River MI,MI
-117.2891727,48.3229225,2103,Cedar Creek,12/7/2001,7/31/1952,0,COMINCO AMERICAN INC (WA),PEND OREILLE RIVER (CANADA) WA,WA
-90.1542947,44.570007,1984,PETENWELL AND CASTLE ROCK,12/7/2001,11/30/1931,35000,WISCONSIN RIVER POWER CO (WI),WISCONSIN RIVER WI,WI
-84.6906788,39.2600507,2724,CITY OF HAMILTON,12/21/2001,11/30/1931,1940,HAMILTON CITY OF (OH),GREAT MIAMI RIVER OH,OH
-74.5262491,43.906166,2320,MIDDLE RAQUETTE RIVER,2/13/2002,12/31/1933,48323,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,NY
-74.5262491,43.906166,2060,CARRY FALLS,2/13/2002,12/31/1933,0,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,NY
-74.5262491,43.906166,2084,UPPER RAQUETTE RIVER,2/13/2002,12/31/1933,102389,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,NY
-74.5262491,43.906166,2330,LOWER RAQUETTE RIVER,2/13/2002,12/31/1933,14080,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,NY
-121.8434586,46.5752696,2016,COWLITZ RIVER,3/13/2002,4/11/1937,466000,CITY OF TACOMA (WA),COWLITZ RIVER WA,WA
-84.9304259,42.6666842,11516,IRVING,3/27/2002,2/28/1942,600,COMMONWEALTH POWER COMPANY,Thornapple River MI,MI
-84.9304259,42.6666842,11300,LaBarge,3/27/2002,2/28/1942,800,COMMONWEALTH POWER COMPANY,Thornapple River MI,MI
-92.14722,46.56222,3052,BLACK RIVER FALLS,3/27/2002,2/28/1942,920,BLACK RIVER FALLS CITY OF (WI),BLACK RIVER WI,WI
-84.9304259,42.6666842,11120,MIDDLEVILLE,3/27/2002,2/28/1942,350,COMMONWEALTH POWER COMPANY,THORNAPPLE RIVER MI,MI
-81.515579,35.6519989,2694,QUEENS CREEK,3/28/2002,2/28/1932,1440,"DUKE ENERGY CAROLINAS, LLC.",QUEENS CREEK NC,NC
-81.0808182,34.0094625,2416,WARE SHOALS,4/4/2002,3/31/1932,6200,AQUENERGY SYSTEMS INC (SC),SALUDA RIVER SC,SC
