Number,Name,Status,Capacity,Company,Waterway,lon,lat,Issued,Expiration
7352,KINGS FALLS,Expired,1636,"TUGHILL ENERGY, INC.",DEER RIVER NY,-75.5890793,43.9297907,9/30/1986,8/31/1936
2611,HYDRO-KENNEBEC,Expired,15433,HYDRO KEENEBEC LLC,KENNEBEC RIVER ME,-69.8389992,43.9931655,10/15/1986,9/30/1936
8296,MUCK VALLEY,Expired,29900,JUNIPER RIDGE RANCHES INC (CA),PIT RIVER CA,-122.3705647,40.7562607,12/2/1986,11/30/1936
3865,CANYON DAM,Expired,6070,GUADALUPE BLANCO RIVER AUTH (TX),GUADALUPE RIVER TX,-98.0677877,29.2517827,12/4/1986,11/30/1936
6281,FIVE BEARS,Expired,935,FIVE BEARS HYDRO INC (CA),WARD CREEK CA,-120.1598279,39.1322866,12/23/1986,11/30/1936
7447,PORTNEUF,Expired,900,COMMERCIAL ENERGY MANAGE'T INC (ID),PORTNEUF RIVER ID,-111.9493121,42.7954889,12/29/1986,11/30/1936
4644,DAHOWA,Active,10500,STEVENS & THOMPSON PAPER CO (NY),BATTEN KILL RIVER NY,-73.5751157,43.1095198,12/30/1986,11/30/2026
6896,FORKS OF BUTTE,Expired,14500,"HYPOWER, INC.",BUTTE CREEK CA,-121.934411,39.2401618,12/30/1986,11/30/1936
3407,MAGIC DAM,Active,9000,MAGIC RESERVOIR HYDROELEC INC (ID),BIG WOOD RIVER ID,-114.340386,43.2050078,1/15/1987,12/31/2026
9074,WARRENSBURG,Active,2900,WARRENSBURG HYDRO PWR LTD PART (NY),SCHROON RIVER NY,-73.6647753,44.0530337,1/30/1987,12/31/2026
9029,GRASSHOPPER FLAT,Expired,1100,NELSON CREEK POWER INC (CA),NELSON CREEK-EAST AND WEST FORKS CA,-124.3680741,47.958893,3/11/1987,2/28/1937
5062,QUINEBAUG-FIVE MILE POND,Active,2181,QUINEBAUG PARTNERSHIP (CT),QUINEBAUG RIVER CT,-71.9271546,41.9970468,3/19/1987,2/28/2027
8405,GLEN,Active,1485,MASCOMA HYDRO (NJ),MASCOMA RIVER NH,-72.2538981,43.6413267,3/19/1987,2/28/2027
4900,FORESTPORT,Active,3300,TRAFALGAR POWER INC (NH),BLACK RIVER NY,-75.7943671,44.0125639,3/20/1987,2/28/2027
9202,STAGECOACH,Expired,800,UPPER YAMPA WATER CONSERV DIST (CO),YAMPA RIVER CO,-108.3188568,40.4778032,3/31/1987,2/28/1937
8361,OLSEN,Expired,5000,OLSEN POWER PARTNERS (MD),SACRAMENTO RIVER CA,-121.5359953,38.6088378,4/7/1987,3/31/1937
8436,SMITH CREEK,Expired,24939,CITY OF EUGENE,SMITH CREEK ID,-116.6867131,48.2526168,4/10/1987,3/31/1937
3239,KOMA KULSHAN,Expired,12000,KOMA KULSHAN ASSOCIATES (WA),SULPHUR CREEK WA,-121.7343294,48.6710425,4/13/1987,3/31/1937
9709,HERKIMER,Active,1680,TRAFALGAR POWER INC (NH),WEST CANADA CREEK NY,-74.9378234,43.253432,4/22/1987,3/31/2027
9985,MILL POND,Active,1000,RIVERS ELECTRIC COMPANY OF NY,CATSKILL CR NY,-73.3898723,40.693698,4/23/1987,3/31/2027
9685,CRANBERRY LAKE,Active,595,TRAFALGAR POWER INC (NH),OSWEGATCHIE RIVER NY,-74.9105527,44.0711032,4/27/1987,3/31/2027
9951,FRENCH LANDING,Active,1650,STS HYDROPOWER LTD (IL),HURON RIVER MI,-83.3067357,42.1079123,5/5/1987,4/30/2027
4684,STILLWATER,Active,3500,"STILLWATER HYDRO ASSOCIATES, LLC",STILLWATER AND LOCK NO. 4 DAMS NY,-74.0059413,40.7127837,5/20/1987,4/30/2027
8909,DIETRICH DROP,Expired,4770,BIG WOOD CANAL CO (ID),MILNER GOODING CANAL ID,-114.4102788,42.9712146,5/22/1987,4/30/1937
5130,LOST CREEK NO 2,Expired,455,SNOW MOUNTAIN HYDRO LLC,LOST CREEK CA,-121.3010793,38.7014376,5/29/1987,4/30/1937
9821,OGDENSBURG,Active,3675,TRAFALGAR POWER INC (NH),OSWEGATCHIE RIVER NY,-74.9105527,44.0711032,6/15/1987,5/31/2027
9100,RIVERDALE MILLS,Active,150,KNOTT JAMES M,BLACKSTONE RIVER MA,-71.507156,41.9936228,6/15/1987,5/31/2017
4114,LOWER SARANAC,Active,9300,LOWER SARANAC HYDRO PARTNER LP (NY),LOWER SARANAC RIVER NY,-74.3223,44.1468,6/26/1987,5/31/2027
8914,TAYLOR DRAW,Expired,2000,RIO BLANCO WATER CONSERV DIST (CO),WHITE RIVER CO,-107.9215872,40.0157667,7/6/1987,6/30/1937
7342,MANTI CANYON LOWER,Expired,1200,MANTI CITY OF (UT),MANTI CREEK UT,-111.6378468,39.2597766,7/14/1987,6/30/1937
9399,KINGS RIVER SIPHON,Expired,1388,ORANGE COVE IRRIGATION DIST (CA),FRIANT-KERN CANAL CA,-119.0566048,36.2051347,7/29/1987,6/30/1937
14552,ST. ANTHONY,Active,500,ST ANTHONY HYDRO LLC.,HENRY'S FORK SNAKE RIVER ID,NA,NA,8/3/1987,12/31/2027
2381,ASHTON,Active,6850,PACIFICORP (OR),HENRY'S FORK SNAKE RIVER ID,NA,NA,8/3/1987,12/31/2027
2457,EASTMAN FALLS,Active,6400,PUBLIC SERVICE CO OF NH (NH),PEMIGEWASSET RIVER NH,-71.6876396,43.7579192,8/25/1987,12/31/2017
6842,WYNOOCHEE DAM,Expired,11100,ABERDEEN CITY OF (WA),WYNOOCHEE R WA,-123.2142695,47.4567222,9/9/1987,8/31/1937
9310,PLEASANT CREEK,Expired,1800,MT PLEASANT CITY OF (UT),PLEASANT CREEK UT,-111.200088,38.1681901,9/17/1987,8/31/1937
9654,MICRO HYDRO,Expired,23,"SEE, BRENDA WIRKKALA",SOUTH FORK NASELLE RIVER WA,-123.4611724,46.3872798,9/25/1987,8/31/1937
3571,CENTRAL OREGON SIPHON,Expired,5500,CENTRAL OREGON IRRIGATION DIST (OR),DESCHUTES RIVER OR,-121.0368091,45.179809,9/29/1987,8/31/1937
8810,SOUTH BEND T. L.,Expired,0,PACIFICORP (OR), OR,-111.6946475,40.2968979,9/29/1987,8/31/1937
7481,NEW YORK STATE DAM,Expired,10830,NYSD LTD PARTNERSHIP (NY),MOHAWK RIVER NY,-75.042573,43.004913,10/13/1987,9/30/1937
6764,SIX MILE CREEK,Expired,650,BMB ENTERPRISES INC (UT),SIXMILE CREEK UT,-111.6882679,39.1971051,10/16/1987,9/30/1937
9282,PINE VALLEY,Active,525,"PVC COMMERICAL CENTER, LLC.",SOUHEGAN RIVER NH,-71.6391736,42.8290743,10/16/1987,9/30/2027
8369,LAKE FLOWER DAM,Active,165,SARANAC LAKE VILLAGE OF (NY),SARANAC RIVER NY,-73.8889137,44.5917944,10/27/1987,9/30/2027
2785,SANFORD,Active,3300,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE MI,-84.1224036,43.5059061,12/1/1987,9/30/2028
2343,MILLVILLE,Active,2840,"PE HYDRO GENERATION, LLC.",SHENANDOAH RIVER WV,-77.834038,39.2027911,12/10/1987,12/31/2017
2512,HAWKS NEST & GLEN FERRIS,Active,108159,HAWKS NEST HYDRO LLC.,NEW RIVER WV,-80.7879407,37.7659234,12/11/1987,12/31/2017
9886,VALATIE FALLS,Active,364,VALATIE FALLS HYDRO POWER INC (NY),KINDERHOOK CR NY,-73.6864106,42.4116613,12/14/1987,11/30/2027
10253,PELZER MILLS LOWER HYDRO,Active,3300,CONSOLIDATED HYDRO SE INC (SC),SALUDA RIVER SC,-81.0808182,34.0094625,12/24/1987,11/30/2017
2727,ELLSWORTH GRAHAM,Active,8900,"BLACK BEAR HYDRO PARTNERS, LLC",UNION RIVER ME,-68.4309191,44.4878716,12/28/1987,12/31/2017
10254,PELZER MILLS UPPER HYDRO,Active,1950,CONSOLIDATED HYDRO SE INC (SC),SALUDA RIVER SC,-81.0808182,34.0094625,12/29/1987,11/30/2017
7076,DALLES DAM NORTH FISHWAY,Expired,4900,NORTHERN WASCO COUNTY P U D (OR),COLUMBIA RIVER WA,-123.8018909,46.2453111,12/31/1987,11/30/1937
5223,INTERNATIONAL FALLS,Active,14450,INTERNATIONAL FALLS POWER (OR),RAINY RIVER MN,-93.3657934,48.606091,12/31/1987,11/30/2027
2335,WILLIAMS,Active,13000,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,-69.8389992,43.9931655,1/22/1988,12/31/2017
2531,WEST BUXTON,Active,7812,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,-70.868548,43.8023808,1/29/1988,12/31/2017
5251,LEE CREEK,Expired,1500,FORT SMITH CITY OF (AR),LEE CREEK OK,-96.263887,35.774193,3/24/1988,2/28/1938
1966,GRANDFATHER FALLS,Active,17240,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,4/14/1988,3/31/2018
10198,PELICAN,Active,700,"CITY OF PELICAN, AK",PELICAN CREEK AK,-136.1707797,57.9531978,4/27/1988,9/16/2026
3863,LOST CREEK HYDROELECTRIC NO 1,Expired,1100,SNOW MOUNTAIN HYDRO LLC,LOST CREEK CA,-121.3010793,38.7014376,5/18/1988,4/30/1938
9260,SISSONVILLE,Active,2300,SISSONVILLE LIMITED PARTNERSHIP,RAQUETTE RIVER NY,-74.5262491,43.906166,5/20/1988,4/30/2028
8632,KANKAKEE,Active,1200,KANKAKEE CITY OF (IL),KANKAKEE RIVER IL,-87.3462678,41.3378844,5/27/1988,4/30/2028
8377,ISABELLA,Expired,11950,ISABELLA PARTNERS (CA),KERN RIVER CA,-118.4538736,35.8075701,5/31/1988,4/30/1938
4031,STARVED ROCK,Expired,7600,PERU CITY OF (IL),ILLINOIS RIVER IL,-89.4571567,40.1766202,6/24/1988,5/31/1938
6641,SMITHLAND LOCK AND DAM,Expired,72000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER KY,-88.5253353,37.060704,6/30/1988,5/31/1938
10441,MAROON CREEK,Active,450,CITY OF ASPEN (CO),MAROON CREEK CO,-106.8502323,39.1989282,7/20/1988,6/30/2028
6221,BLACK CREEK,Expired,3700,BLACK CREEK HYDRO INC. (WA),BLACK CREEK WA,-123.6380005,47.0552406,7/29/1988,6/30/1938
2307,SALMON CREEK,Active,10300,ALASKA ELECTRIC LIGHT&POWER CO (AK),LOWER SALMON CREEK AK,-161.441079,60.811062,8/31/1988,8/31/2018
10489,RIVER FALLS,Active,375,RIVER FALLS CITY OF (WI),KINNICKINNIC RIVER WI,-92.6192489,44.8763054,9/27/1988,8/31/2018
2388,HOLYOKE NO 3,Active,450,HOLYOKE CITY OF (MA),HOLYOKE CANAL MA,-72.5960337,42.2020289,9/28/1988,2/20/2019
2387,HOLYOKE N0 2,Active,800,HOLYOKE CITY OF (MA),HOLYOKE CANAL MA,-72.5960337,42.2020289,9/28/1988,8/31/2018
6780,DEADWOOD CREEK,Expired,1963,"HYDRO SIERRA ENERGY, LLC",DEADWOOD CREEK CA,-118.6627931,36.4641514,9/28/1988,8/31/1938
2520,MATTACEUNK,Active,19200,GREAT LAKES HYDRO AMERICA. LLC.,PENOBSCOT RIVER ME,-68.8178022,44.4455184,9/30/1988,8/31/2018
2973,ISLAND PARK,Expired,4800,FALL RIVER RURAL ELEC COOP INC (ID),HENRY'S FORK OF SNAKE RIVER ID,NA,NA,10/19/1988,9/30/1938
8889,HUMPBACK CREEK,Expired,1250,CORDOVA ELECTRIC COOP INC (AK),HUMPBACK CREEK AK,-145.6394698,60.6205083,10/21/1988,9/30/1938
2756,CHACE MILL,Active,7455,"CITY OF BURLINGTON, VERMONT",WINOOSKI RIVER VT,-73.1940831,44.4924785,11/3/1988,10/31/2028
2899,MILNER,Expired,59448,IDAHO POWER CO (ID),TWIN FALLS MAIN CANAL/SNAKE RIVER ID,-114.4608711,42.5629668,12/15/1988,11/30/1938
1250,AZUSA,Active,3000,PASADENA CITY OF (CA),SAN GABRIEL RIVER CA,-117.8056929,34.2340518,1/5/1989,12/31/2018
943,ROCK ISLAND,Active,421255,PUD NO 1 OF CHELAN COUNTY (WA),COLUMBIA RIVER WA,-123.8018909,46.2453111,1/18/1989,12/31/2028
2484,GRESHAM,Active,275,GRESHAM VILLAGE OF (WI),RED RIVER WI,-88.70444,44.825,1/24/1989,12/31/2015
1510,KAUKAUNA,Active,4800,KAUKAUNA CITY OF (WI),FOX RIVER WI,-88.499783,42.2322218,1/30/1989,3/31/2019
2337,PROSPECT NO 3,Active,7200,PACIFICORP (OR),SOUTH FORK ROGUE RIVER OR,-122.3585837,42.6767646,1/30/1989,12/31/2018
848,TROUT CREEK,Active,125,WELLS RURAL ELECTRIC CO (NV),TROUT CREEK NV,-113.8286032,39.6893863,1/30/1989,12/31/2018
10505,GRAEAGLE GOLF COURSE,Expired,90,GRAEAGLE LAND & WATER CO (CA),FRAZIER CREEK CA,-120.5626546,39.087498,2/23/1989,1/31/1939
190,UINTAH,Active,1200,MOON LAKE ELECTRIC ASSN INC (UT),UINTAH RIVER UT,-112.0003956,41.1724443,2/24/1989,1/31/2019
2386,HOLYOKE NO 1,Active,1056,HOLYOKE CITY OF (MA),HOLYOKE CANAL MA,-72.5960337,42.2020289,2/28/1989,1/31/2019
4656,ARROWROCK DAM,Expired,15000,BIG BEND IRRIGATION DISTRICT (OR),S FK BOISE R ID,NA,NA,3/27/1989,2/28/1939
9194,LITTLE FALLS,Active,2400,PASSAIC VALLEY WATER COMM (NJ),PASSAIC RIVER NJ,-74.1195915,40.7187948,3/31/1989,2/28/2029
9482,WISCONSIN NOBLE,Expired,500,WISCONSIN CREEK LTD PARTNERS (MT),WISCONSIN CREEK MT,-112.1627567,45.5087058,4/21/1989,3/31/1939
9885,FALLS RIVER,Active,9100,MARYSVILLE HYDRO PARTNERS (ID),FALLS RIVER ID,-111.4785558,44.0059406,5/25/1989,4/30/2029
9967,SHOSHONE,Expired,945,SHOROCK HYDRO INC (ID),LITTLE WOOD RIVER ID,-114.7091287,42.9384718,5/25/1989,4/30/1939
1235,RADFORD,Active,1185,RADFORD CITY OF (VA),LITTLE RIVER VA,-80.254435,36.9604254,5/31/1989,5/30/2019
2775,LINWEAVE WAREHOUSE (D WHEEL),Active,450,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2758,CROCKER MILL A/B,Active,350,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2768,ALBION MILL (A WHEEL),Active,312,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2497,MT TOM MILL,Active,500,HOLYOKE GAS & ELECTRIC CO.,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2771,NONOTUCK MILL,Active,500,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2772,LINWEAVE WAREHOUSE (A WHEEL),Active,450,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2770,CROCKER MILL (C WHEEL),Active,300,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2766,ALBION MILL (D WHEEL),Active,500,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,-72.5960337,42.2020289,6/29/1989,2/28/2021
2528,CATARACT,Active,6650,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,-70.868548,43.8023808,6/29/1989,11/30/2029
5264,STONE CREEK,Expired,12000,CITY OF EUGENE,STONE CREEK OR,-121.771899,45.0610003,9/15/1989,8/31/1939
6939,BELLEVILLE,Expired,42000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER WV,-88.5253353,37.060704,9/27/1989,8/31/1939
6902,WILLOW ISLAND L & D,Expired,35000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER WV,-88.5253353,37.060704,9/27/1989,8/31/1939
1957,OTTER RAPIDS,Expired,700,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,10/24/1989,6/30/1930
10468,MARSH VALLEY,Expired,1650,MARSH VALLEY DEVELOPMENT INC. (ID),PORTNEUF RIVER ID,-111.9493121,42.7954889,12/1/1989,11/30/1939
2610,SAXON FALLS,Active,1250,NORTHERN STATES POWER CO (WI),MONTREAL RIVER MI,-87.9083314,47.4271259,12/22/1989,12/31/2024
10773,BURNETT RIVER HATCHERY,Expired,80,SOUTHERN SOUTHEAST REGIONAL AGRICU,BURNETT RIVER AK,NA,NA,1/31/1990,12/31/1939
10821,CAMP FAR WEST T. L.,Active,0,PACIFIC GAS AND ELECTRIC CO (C, CA,-119.4179324,36.778261,4/19/1990,6/30/2021
10888,KOMA KULSHAN T. L.,Expired,0,"PUGET SOUND ENERGY, INC.(WA)",ROCKY CREEK WA,-123.7500455,47.9311633,4/25/1990,3/31/1937
8722,LANDIS-HARDE,Expired,100,HARDE DAVID O,PERRY CREEK CA,-120.3700178,39.5818505,4/27/1990,3/31/1940
1432,DRY SPRUCE BAY,Active,75,"PB ENERGY, INC.",DRY SPRUCE BAY AK,-153.0355556,57.9405556,6/11/1990,5/31/2020
10800,ROSS CREEK,Expired,450,ROSS CREEK HYDRO L.C. (ID),ROSS CREEK MT,-111.0774499,45.827842,6/19/1990,5/31/1940
1744,WEBER,Active,3850,PACIFICORP (OR),WEBER RIVER UT,-111.8629131,41.1376464,6/28/1990,5/31/2020
10806,STATION NO.5,Expired,790,CITY OF HOLYOKE GAS & ELECTRIC DEPT,CONNECTICUT RIVER MA,-71.9223504,43.2416098,6/29/1990,5/31/1930
2622,TURNERS FALLS,Active,937,"TURNERS FALLS HYDRO, LLC",CONNECTICUT CANAL MA,-72.8139299,41.8479468,6/29/1990,2/28/2021
10102,SPRINGER HYDRO NO. 1,Active,45,SPRINGER FRANKLIN,MCFADDEN & MORRISON CREEKS CO,-106.1305652,41.6544118,6/29/1990,8/31/2023
10502,LOWER BOULDER CREEK,Expired,700,"GARKANE ENERGY COOPERATIVE, INC.",BOULDER CREEK UT,-111.0600812,40.6448337,6/29/1990,5/31/1940
9340,KEZAR FALLS LOWER,Expired,1000,"KEZAR FALLS HYDRO, LLC.",OSSIPEE RIVER ME,-70.9232505,43.7986849,10/24/1990,9/30/1930
10852,ACE RANCH,Active,95,"BERTEA, RICHARD",WEST FORK CARSON RIVER CA,-119.9320851,38.7697471,11/30/1990,1/31/2021
18,TWIN FALLS,Expired,42217,IDAHO POWER CO (ID),SNAKE RIVER ID,-117.050991,46.399883,1/18/1991,12/31/1940
10021,BEAVER,Expired,650,BEAVER CITY CORP (UT),BEAVER RIVER UT,-112.5967065,38.2795699,1/22/1991,12/31/1940
10882,THREE FORKS,Expired,1300,BURGESS NORMAN & MARY,ROCK CREEK CA,-121.3530221,39.9026627,1/28/1991,12/31/1940
11006,UPPER ANDROSCOGGIN,Active,1695,LEWISTON CITY OF (ME),ANDROSCOGGIN RIVER ME,-69.8695642,43.9703225,2/26/1991,8/31/2026
10624,FRENCH PAPER,Active,1300,FRENCH PAPER CO (MI),ST. JOSEPH RIVER MI,-86.467916,42.1114673,2/28/1991,2/28/2021
10898,SWEETWATER,Expired,900,SWEETWATER HYDROELECTRIC INC (NH),SUGAR RIVER NH,-72.2746686,43.3700362,3/28/1991,2/28/1931
6731,CONEROSS,Active,889,AQUENERGY SYSTEMS INC (SC),CONEROSS CREEK SC,-82.9879416,34.6472524,3/28/1991,2/28/2021
10934,SUGAR RIVER II,Active,200,RUGER JR WILLIAM B,SUGAR RIVER NH,-72.2746686,43.3700362,5/9/1991,4/30/2021
11068,FISHWATER RELEASE,Expired,2310,ORANGE COVE IRRIGATION DIST (CA),BOR FRIANT DAM ON SAN JOAQUIN RIVER CA,-119.4179324,36.778261,5/16/1991,8/31/1932
10896,PINNACLES,Expired,10670,CITY OF DANVILLE (VA,DAN RIVER VA,-79.2451149,36.6810893,5/28/1991,4/30/1931
10228,CANNELTON,Expired,84000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER KY,-88.5253353,37.060704,6/21/1991,5/31/1941
3701,TIETON DAM,Expired,13600,SOUTHERN CALIFORNIA PUBLIC PWR AUTH,TIETON RIVER WA,-120.8967533,46.7079701,6/27/1991,5/31/1941
663,RIO BLANCO,Active,5000,PUERTO RICO ELECTRIC PWR AUTH (PR),RIO BLANCO PR,-65.788494,18.2182873,8/20/1991,8/19/2021
10674,KIMBERLY,Active,2013,KAUKAUNA UTILITIES,FOX RIVER WI,-88.499783,42.2322218,9/27/1991,9/30/2021
10204,MCNARY DAM FISH ATTRACTION,Expired,9690,NORTHERN WASCO COUNTY P U D (OR),COLUMBIA RIVER WA,-123.8018909,46.2453111,9/30/1991,8/31/1941
1953,DuBAY,Active,7200,CONSOLIDATED WATER POWER CO (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,10/24/1991,10/23/2021
10551,HIGH DAM,Expired,10192,"OSWEGO, CITY OF (NY)",OSWEGO RIVER NY,-76.4898849,43.4419838,11/22/1991,10/31/1931
10887,CARTHAGE PAPER MAKERS MILL,Active,800,CLIMAX MANUFACTURING CO (NY),BLACK RIVER NY,-75.7943671,44.0125639,11/22/1991,10/31/2021
2368,SQUA PAN,Active,1500,ALGONQUIN NORTHERN MAINE GEN.CO.,SQUA PAN STREAM ME,NA,NA,12/4/1991,12/3/2021
10853,OTTER TAIL RIVER,Active,3450,OTTER TAIL POWER CO (MN),OTTER TAIL RIVER MN,-96.5672806,46.2671226,12/5/1991,11/30/2021
10522,WHITTELSEY DAM,Expired,420,MALONE'S NEXT GEN LLC.,SALMON RIVER NY,-76.087894,43.5427297,12/24/1991,11/30/1931
298,KAWEAH,Active,6850,SOUTHERN CALIFORNIA EDISON CO (CA),"KAWEAH R.(EAST,MARBLE & MIDDLE FKS. CA",-118.7272013,36.6050266,1/31/1992,12/31/2021
9840,APPOMATTOX RIVER,Expired,2850,APPOMATTOX RIVER ASSOCIATES L. P.,APPOMATTOX R VA,-78.8252911,37.3570894,2/10/1992,1/31/1932
9222,YALEVILLE,Active,700,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,-74.5262491,43.906166,2/10/1992,1/31/2022
11197,COLLIERVILLE & SPICER MEADOW T. L.,Expired,0,NORTHERN CALIFORNIA POWER AGNY (CA), CA,-119.4179324,36.778261,2/12/1992,1/31/1932
11143,GLEN FALLS,Expired,250,"GLENN FALLS HYDRO, LLC.",MOOSUP RIVER CT,-71.8105432,41.6932721,3/2/1992,2/29/1932
10721,BIG CREEK,Active,22,BIG CREEK LODGE & OUTFITTERS INC ID,MCCORKLE CREEK ID,NA,NA,3/27/1992,2/28/2022
2221,OZARK BEACH,Active,16000,EMPIRE DISTRICT ELECTRIC CO (MO),WHITE RIVER MO,-93.642048,36.5323737,3/31/1992,2/28/2022
10482,SWINGING BRIDGE,Active,11750,"EAGLE CREEK HYDRO POWER, LLC",MONGAUP RIVER NY,-74.7687332,41.5357522,4/14/1992,3/31/2022
9690,RIO,Active,10000,"EAGLE CREEK HYDRO POWER, LLC",MONGAUP RIVER NY,-74.7687332,41.5357522,4/14/1992,3/31/2022
10481,MONGAUP FALLS,Active,4000,"EAGLE CREEK HYDRO POWER, LLC",MONGAUP RIVER NY,-74.7687332,41.5357522,4/14/1992,3/31/2022
1494,PENSACOLA,Active,105176,GRAND RIVER DAM AUTHORITY (OK),GRAND(NEOSHO) RIVER OK,NA,NA,4/24/1992,3/31/2022
10359,YOUNGS CREEK,Expired,7500,PUD NO 1 OF SNOHOMISH COUNTY (WA),YOUNGS CREEK WA,-121.8362842,47.8099195,5/5/1992,4/30/1942
2423,RIVERSIDE,Expired,7900,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,-70.6995388,44.4097646,5/12/1992,12/31/1933
539,MOTHER ANN LEE,Active,2209,"LOCK 7 HYDRO PARTNERS, LLC.",KENTUCKY RIVER KY,-82.7471119,37.9009605,5/26/1992,4/30/2022
11168,DAYVILLE POND,Expired,100,SUMMIT HYDROPOWER (CT),FIVE MILE RIVER CT,-71.8274213,41.9118315,6/29/1992,5/31/1932
11169,AVALON DAM,Expired,1275,"AVALON HYDRO, LLC",MAYO RIVER NC,-79.9660702,36.4654904,7/28/1992,6/30/1932
10552,MILE 28,Expired,1500,CONTRACTORS POWER GROUP INC (ID),MILNER-GOODING CANAL ID,-114.4102788,42.9712146,8/12/1992,7/31/1942
10813,SUMMERSVILLE,Expired,80000,SUMMERSVILLE CITY OF (WV),GAULEY RIVER WV,-80.7027131,38.2828575,9/25/1992,9/1/1942
2641,FEEDER DAM T. L.,Active,0,"ERIE BOULEVARD HYDROPOWER, L.P.", NY,-74.0059413,40.7127837,9/29/1992,12/31/2023
1061,PHOENIX,Active,1800,PACIFIC GAS AND ELECTRIC CO (C,SOUTH FORK STANISLAUS RIVER CA,-119.993386,38.2010011,9/30/1992,8/31/2022
1773,YELLOWSTONE,Active,900,MOON LAKE ELECTRIC ASSN INC (UT),YELLOWSTONE RIVER UT,-110.3651592,40.4424503,10/15/1992,9/30/2022
11217,STILL RIVER,Expired,37,"MACKOWIAK, RICHARD G.",STILL RIVER CT,-72.0801168,41.8875995,11/18/1992,10/31/1932
5461,SOUTH GLENS FALLS,Expired,15700,NIAGARA MOHAWK POWER CORP (NY),HUDSON RIVER NY,-73.9242251,41.1896081,12/2/1992,11/30/1942
5276,HUDSON FALLS,Expired,44000,NIAGARA MOHAWK POWER CORP (NY),HUDSON RIVER NY,-73.9242251,41.1896081,12/2/1992,11/30/1942
1403,NARROWS,Active,12000,PACIFIC GAS AND ELECTRIC CO (C,YUBA RIVER CA,-121.5209542,39.168369,2/11/1993,1/31/2023
2362,GRAND RAPIDS,Active,2100,"ALLETE, INC",MISSISSIPPI RIVER MN,-90.3668194,38.342773,2/26/1993,1/31/2023
2533,BRAINERD,Active,3342,"CITY OF BRAINERD, PUB UTILITIES COM",MISSISSIPPI RIVER MN,-90.3668194,38.342773,3/2/1993,2/28/2023
11219,MAYO,Expired,952,"MAYO HYDROPOWER, LLC",MAYO RIVER NC,-79.9660702,36.4654904,3/2/1993,2/28/1933
2336,LLOYD SHOALS,Active,18000,GEORGIA POWER CO (GA),OCMULGEE RIVER GA,-83.4358494,32.2605881,3/22/1993,12/31/2023
1858,BEAVER CITY,Active,625,BEAVER CITY CORP (UT),BEAVER RIVER UT,-112.5967065,38.2795699,3/26/1993,7/31/2023
2441,GREENVILLE/TENTH STREET,Expired,2200,NORWICH CITY OF (CT),SHETUCKET RIVER CT,-72.05052,41.5983509,3/31/1993,12/31/1943
2445,CENTER RUTLAND,Active,275,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,-72.9985748,43.594392,3/31/1993,12/31/2023
2509,SHENANDOAH,Active,862,"PE HYDRO GENERATION, LLC.",SOUTH FORK SHENANDOH RIVER VA,-78.2052556,38.9142471,4/9/1993,12/31/2023
2391,WARREN,Active,750,"PE HYDRO GENERATION, LLC.",SHENANDOAH RIVER VA,-78.6795836,38.2927558,4/12/1993,12/31/2023
2350,RIVERVIEW,Active,480,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,-84.8468377,30.6783681,5/24/1993,12/31/2023
2341,LANGDALE,Active,1040,GEORGIA POWER CO (GA),CHATTAHOCHEE RIVER GA,-84.2041675,33.9951953,5/24/1993,12/31/2023
